pmid,type,source,full_text_path,in_included_set
10349294,unavailable,pubget,,True
10511450,unavailable,pubget,,True
10574350,unavailable,pubget,,True
10769312,unavailable,pubget,,True
11002353,unavailable,pubget,,True
11162266,unavailable,pubget,,True
11554517,unavailable,pubget,,True
11733725,unavailable,pubget,,True
11771973,unavailable,pubget,,True
11848715,unavailable,pubget,,True
11906228,unavailable,pubget,,True
12126506,unavailable,pubget,,True
12240737,unavailable,pubget,,True
12727696,unavailable,pubget,,True
12946085,unavailable,pubget,,True
15056518,unavailable,pubget,,True
15165351,unavailable,pubget,,True
15200705,unavailable,pubget,,True
15741464,unavailable,pubget,,True
15841676,unavailable,pubget,,True
16199829,unavailable,pubget,,True
1679944,unavailable,pubget,,True
17214564,unavailable,pubget,,True
18363509,unavailable,pubget,,True
18370596,unavailable,pubget,,True
18511955,unavailable,pubget,,True
23968211,unavailable,pubget,,True
23968463,unavailable,pubget,,True
24578040,unavailable,pubget,,True
24591198,unavailable,pubget,,True
3277066,unavailable,pubget,,True
8410148,unavailable,pubget,,True
8670634,unavailable,pubget,,True
8822570,unavailable,pubget,,True
8931588,unavailable,pubget,,True
9121583,unavailable,pubget,,True
9187292,unavailable,pubget,,True
9223090,unavailable,pubget,,True
9863701,unavailable,pubget,,True
